"Number of Crimes by Offense Type"
"Current date: 10/6/2025 8:51:50 PM (Eastern Daylight Time)"
"Data source: MA_SS, Offense Data"
"Measures: Number of Crimes"
"Incident Date: 2023"
"Offense Type","All Offense Types","Crimes Against Person","Murder and Nonnegligent Manslaughter","Negligent Manslaughter","Justifiable Homicide","Kidnapping/Abduction","All Rape","Rape","Sodomy","Sexual Assault With An Object","Criminal Sexual Contact","Incest","Statutory Rape","Aggravated Assault","Simple Assault","Intimidation","Human Trafficking, Commercial Sex Acts","Human Trafficking, Involuntary Servitude","Crimes Against Property","Arson","Bribery","Burglary/Breaking & Entering","Counterfeiting/Forgery","Destruction/Damage/Vandalism of Property","Embezzlement","Extortion/Blackmail","False Pretenses/Swindle/Confidence Game","Credit Card/Automatic Teller Fraud","Impersonation","Welfare Fraud","Wire Fraud","Identity Theft","Hacking/Computer Invasion","Robbery","Pocket-picking","Purse-snatching","Shoplifting","Theft From Building","Theft From Coin Operated Machine or Device","Theft From Motor Vehicle","Theft of Motor Vehicle Parts/Accessories","All Other Larceny","Motor Vehicle Theft","Stolen Property Offenses","Crimes Against Society","Drug/Narcotic Violations","Drug Equipment Violations","Betting/Wagering","Operating/Promoting/Assisting Gambling","Gambling Equipment Violations","Sports Tampering","Pornography/Obscene Material","Prostitution","Assisting or Promoting Prostitution","Purchasing Prostitution","Weapon Law Violations","Animal Cruelty","Missing",
"Jurisdiction by Geography"
"Barnstable","1,722","631","","","","3","29","20","7","2","33","","","174","309","83","","","881","1","","65","30","186","11","11","19","35","3","","86","49","1","8","1","1","134","54","","39","15","91","31","10","210","155","","","","","","13","","","2","37","3",""
"Barnstable State Police","31","6","","","","","","","","","","","","1","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25","22","","","","","","","","","","3","",""
"Barnstable State Police Middleboro","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bourne","772","299","","","","2","13","12","","1","15","","2","40","171","56","","","435","2","","47","14","98","1","6","49","9","65","","","3","","","2","1","16","12","","4","","87","14","5","38","22","","","1","","","7","","","","7","1",""
"Brewster","107","29","","","","","2","2","","","1","","3","12","5","6","","","71","","","6","2","11","","","9","","5","","1","","","","","","1","5","","2","","26","2","1","7","2","","","","","","2","","","","3","",""
"Cape Cod Community College","4","","","","","","","","","","","","","","","","","","4","","","","","3","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","",""
"Chatham","103","21","","","","","1","1","","","","","","5","11","4","","","80","","","6","3","20","","","10","1","7","","","","","","","","5","4","","1","","23","","","2","","","","","","","1","","","","1","",""
"Dennis","469","160","","","","","5","4","1","","4","","7","34","97","13","","","263","2","","40","8","59","1","2","18","5","13","","1","","","1","","","7","14","","9","1","73","7","2","46","35","","","","","","2","","","","9","",""
"Eastham","108","34","","","","1","5","5","","","4","","","8","12","4","","","66","1","","4","1","16","","","8","2","13","","","","","","","","1","1","","1","","17","","1","8","7","","","","","","1","","","","","",""
"Falmouth","1,116","433","","","","13","12","11","1","","7","1","","76","253","71","","","625","3","","76","16","174","2","7","66","3","79","","","","","9","","2","12","37","","","","116","15","8","58","31","","","","","","11","1","","","15","",""
