"Number of Crimes by Offense Type"
"Current date: 10/6/2025 8:59:25 PM (Eastern Daylight Time)"
"Data source: MA_SS, Offense Data"
"Measures: Number of Crimes"
"Incident Date: 2015"
"Offense Type","All Offense Types","Crimes Against Person","Murder and Nonnegligent Manslaughter","Negligent Manslaughter","Justifiable Homicide","Kidnapping/Abduction","All Rape","Rape","Sodomy","Sexual Assault With An Object","Criminal Sexual Contact","Incest","Statutory Rape","Aggravated Assault","Simple Assault","Intimidation","Human Trafficking, Commercial Sex Acts","Human Trafficking, Involuntary Servitude","Crimes Against Property","Arson","Bribery","Burglary/Breaking & Entering","Counterfeiting/Forgery","Destruction/Damage/Vandalism of Property","Embezzlement","Extortion/Blackmail","False Pretenses/Swindle/Confidence Game","Credit Card/Automatic Teller Fraud","Impersonation","Welfare Fraud","Wire Fraud","Identity Theft","Hacking/Computer Invasion","Robbery","Pocket-picking","Purse-snatching","Shoplifting","Theft From Building","Theft From Coin Operated Machine or Device","Theft From Motor Vehicle","Theft of Motor Vehicle Parts/Accessories","All Other Larceny","Motor Vehicle Theft","Stolen Property Offenses","Crimes Against Society","Drug/Narcotic Violations","Drug Equipment Violations","Betting/Wagering","Operating/Promoting/Assisting Gambling","Gambling Equipment Violations","Sports Tampering","Pornography/Obscene Material","Prostitution","Assisting or Promoting Prostitution","Purchasing Prostitution","Weapon Law Violations","Animal Cruelty","Missing",
"Jurisdiction by Geography"
"Barnstable","2,494","759","2","","","13","22","22","","","23","","4","218","386","91","","","1,493","2","","171","47","319","5","2","73","38","3","","1","","","25","1","","122","59","","94","3","442","48","38","242","175","1","","","1","","9","1","","","55","",""
"Barnstable State Police","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Barnstable State Police Middleboro","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bourne","1,104","310","1","","","3","10","8","1","1","2","","2","45","179","68","","","688","7","","127","21","188","1","1","52","14","23","","","","","6","1","4","57","28","","11","","114","20","13","106","94","","","","","","5","","","","7","",""
"Brewster","263","59","","","","1","","","","","1","","","19","29","9","","","190","","","39","3","55","1","","13","1","5","","","","","1","","","","17","","","","45","5","5","14","11","","","","","","","","","","3","",""
"Cape Cod Community College","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Chatham","296","57","","","","2","1","1","","","1","","","12","31","10","","","233","","","46","5","63","","","9","2","3","","","","","","","","12","9","","10","","70","2","2","6","3","","","","","","1","","","","2","",""
"Dennis","794","204","","","","1","11","7","4","","5","1","1","40","130","15","","","527","2","","87","9","82","2","","26","11","10","","","","","2","4","5","17","57","","47","","145","19","2","63","54","","","","","","","","","","9","",""
"Eastham","174","58","","","","1","3","2","1","","","","1","18","31","4","","","106","","","7","","18","1","","9","","10","","","","","","","","1","7","","6","","46","","1","10","10","","","","","","","","","","","",""
"Falmouth","1,968","581","","","","16","16","16","","","5","","1","126","301","116","","","1,203","2","","249","29","316","4","2","83","20","63","","","","","12","2","5","76","63","","1","","210","33","33","184","150","","","","","","3","1","","","30","",""
