"Number of Crimes by Offense Type"
"Current date: 10/6/2025 8:52:55 PM (Eastern Daylight Time)"
"Data source: MA_SS, Offense Data"
"Measures: Number of Crimes"
"Incident Date: 2022"
"Offense Type","All Offense Types","Crimes Against Person","Murder and Nonnegligent Manslaughter","Negligent Manslaughter","Justifiable Homicide","Kidnapping/Abduction","All Rape","Rape","Sodomy","Sexual Assault With An Object","Criminal Sexual Contact","Incest","Statutory Rape","Aggravated Assault","Simple Assault","Intimidation","Human Trafficking, Commercial Sex Acts","Human Trafficking, Involuntary Servitude","Crimes Against Property","Arson","Bribery","Burglary/Breaking & Entering","Counterfeiting/Forgery","Destruction/Damage/Vandalism of Property","Embezzlement","Extortion/Blackmail","False Pretenses/Swindle/Confidence Game","Credit Card/Automatic Teller Fraud","Impersonation","Welfare Fraud","Wire Fraud","Identity Theft","Hacking/Computer Invasion","Robbery","Pocket-picking","Purse-snatching","Shoplifting","Theft From Building","Theft From Coin Operated Machine or Device","Theft From Motor Vehicle","Theft of Motor Vehicle Parts/Accessories","All Other Larceny","Motor Vehicle Theft","Stolen Property Offenses","Crimes Against Society","Drug/Narcotic Violations","Drug Equipment Violations","Betting/Wagering","Operating/Promoting/Assisting Gambling","Gambling Equipment Violations","Sports Tampering","Pornography/Obscene Material","Prostitution","Assisting or Promoting Prostitution","Purchasing Prostitution","Weapon Law Violations","Animal Cruelty","Missing",
"Jurisdiction by Geography"
"Barnstable","1,749","708","1","1","","13","26","21","4","1","19","","1","199","348","99","1","","892","3","","70","41","223","13","11","21","34","5","1","70","23","5","11","2","4","93","53","1","53","30","85","26","14","149","91","","","","","","9","","1","1","45","2",""
"Barnstable State Police","33","8","","","","1","","","","","","","","1","6","","","","2","","","","","1","","","","","","","","","","","","","","","","","","","1","","23","16","","","","","","","","","","7","",""
"Barnstable State Police Middleboro","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bourne","651","266","","","","2","6","5","","1","8","1","3","37","155","54","","","341","1","","24","26","73","2","3","40","2","38","","","2","","1","1","1","9","11","","9","1","82","9","6","44","32","","","","","","2","","1","","9","",""
"Brewster","134","30","","","","2","1","1","","","2","1","","8","7","9","","","95","","","8","1","17","","","13","3","4","","2","","","","","","","5","","5","1","32","3","1","9","2","","","","","","2","","","","5","",""
"Cape Cod Community College","4","","","","","","","","","","","","","","","","","","4","","","","","2","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","",""
"Chatham","139","31","","","","","2","2","","","1","","","8","17","3","","","106","","","5","1","42","","","15","","6","","","","","","","","5","4","","2","1","24","","1","2","1","","","","","","","","","","1","",""
"Dennis","472","149","","","","2","8","5","3","","3","","3","45","81","7","","","288","2","","24","11","47","1","1","33","2","12","","1","","","","1","","25","17","","17","2","84","3","5","35","24","","","","","","4","","","","7","",""
"Eastham","108","29","","","","","2","2","","","1","","2","6","15","3","","","70","","","5","1","13","","","14","1","1","","","","","","","","1","7","","10","","16","","1","9","4","","","","","","1","","","","3","1",""
"Falmouth","1,116","394","2","","","6","6","6","","","14","1","1","71","241","51","1","","654","1","","87","47","183","2","1","57","2","64","","","","","9","1","1","19","38","","","","125","12","5","68","39","","","1","","","10","","","","18","",""
