"Number of Crimes by Offense Type"
"Current date: 10/6/2025 8:57:43 PM (Eastern Daylight Time)"
"Data source: MA_SS, Offense Data"
"Measures: Number of Crimes"
"Incident Date: 2017"
"Offense Type","All Offense Types","Crimes Against Person","Murder and Nonnegligent Manslaughter","Negligent Manslaughter","Justifiable Homicide","Kidnapping/Abduction","All Rape","Rape","Sodomy","Sexual Assault With An Object","Criminal Sexual Contact","Incest","Statutory Rape","Aggravated Assault","Simple Assault","Intimidation","Human Trafficking, Commercial Sex Acts","Human Trafficking, Involuntary Servitude","Crimes Against Property","Arson","Bribery","Burglary/Breaking & Entering","Counterfeiting/Forgery","Destruction/Damage/Vandalism of Property","Embezzlement","Extortion/Blackmail","False Pretenses/Swindle/Confidence Game","Credit Card/Automatic Teller Fraud","Impersonation","Welfare Fraud","Wire Fraud","Identity Theft","Hacking/Computer Invasion","Robbery","Pocket-picking","Purse-snatching","Shoplifting","Theft From Building","Theft From Coin Operated Machine or Device","Theft From Motor Vehicle","Theft of Motor Vehicle Parts/Accessories","All Other Larceny","Motor Vehicle Theft","Stolen Property Offenses","Crimes Against Society","Drug/Narcotic Violations","Drug Equipment Violations","Betting/Wagering","Operating/Promoting/Assisting Gambling","Gambling Equipment Violations","Sports Tampering","Pornography/Obscene Material","Prostitution","Assisting or Promoting Prostitution","Purchasing Prostitution","Weapon Law Violations","Animal Cruelty","Missing",
"Jurisdiction by Geography"
"Barnstable","1,926","641","1","","","2","18","13","4","1","19","","7","165","336","93","","","1,035","4","","81","31","213","13","1","78","53","34","","2","3","1","13","3","","170","118","","74","14","79","23","27","250","186","1","","","","","7","2","","8","45","1",""
"Barnstable State Police","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Barnstable State Police Middleboro","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bourne","832","214","","","","","4","4","","","5","","","32","144","29","","","568","1","","107","10","159","5","","38","16","27","","","2","","5","","","25","25","","21","2","95","11","19","50","37","","","","","","5","","","","8","",""
"Brewster","262","82","","","","","14","4","9","1","1","","4","8","44","11","","","166","","","23","2","35","2","","7","5","8","","","","","","","1","","23","","4","","54","","2","14","10","","","1","","","1","","","","2","",""
"Cape Cod Community College","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Chatham","181","30","","","","","2","2","","","4","","","3","16","5","","","150","","","8","","37","1","","14","3","","","","","","","","","18","12","","8","","48","1","","1","1","","","","","","","","","","","",""
"Dennis","764","231","","","","2","7","5","2","","6","1","5","49","143","18","","","492","","","87","10","92","2","","32","12","12","","2","","","2","","","24","49","","24","","124","15","5","41","35","","","","","","","1","","","5","",""
"Eastham","135","26","","","","","1","","1","","","1","2","9","11","2","","","99","","","4","1","22","","","12","2","3","","","","","1","","","1","5","","13","","34","1","","10","8","","","","","","2","","","","","",""
"Falmouth","1,701","587","","","","6","15","14","1","","14","1","2","107","330","110","2","","916","4","","191","16","259","2","1","69","11","49","","","","","3","6","6","37","47","","","","158","36","21","198","173","","","","","","8","1","1","","15","",""
