"Number of Crimes by Offense Type"
"Current date: 10/6/2025 8:29:06 PM (Eastern Daylight Time)"
"Incident Date: 2024"
"Data source: MA_SS, Offense Data"
"Measures: Number of Crimes"
"Offense Type","All Offense Types","Crimes Against Person","Murder and Nonnegligent Manslaughter","Negligent Manslaughter","Justifiable Homicide","Kidnapping/Abduction","All Rape","Rape","Sodomy","Sexual Assault With An Object","Criminal Sexual Contact","Incest","Statutory Rape","Aggravated Assault","Simple Assault","Intimidation","Human Trafficking, Commercial Sex Acts","Human Trafficking, Involuntary Servitude","Crimes Against Property","Arson","Bribery","Burglary/Breaking & Entering","Counterfeiting/Forgery","Destruction/Damage/Vandalism of Property","Embezzlement","Extortion/Blackmail","False Pretenses/Swindle/Confidence Game","Credit Card/Automatic Teller Fraud","Impersonation","Welfare Fraud","Wire Fraud","Identity Theft","Hacking/Computer Invasion","Robbery","Pocket-picking","Purse-snatching","Shoplifting","Theft From Building","Theft From Coin Operated Machine or Device","Theft From Motor Vehicle","Theft of Motor Vehicle Parts/Accessories","All Other Larceny","Motor Vehicle Theft","Stolen Property Offenses","Crimes Against Society","Drug/Narcotic Violations","Drug Equipment Violations","Betting/Wagering","Operating/Promoting/Assisting Gambling","Gambling Equipment Violations","Sports Tampering","Pornography/Obscene Material","Prostitution","Assisting or Promoting Prostitution","Purchasing Prostitution","Weapon Law Violations","Animal Cruelty","Missing",
"Jurisdiction by Geography"
"Barnstable","1,634","614","1","","","10","34","29","1","4","15","","","170","306","78","","","862","6","","70","36","179","14","7","31","38","2","","71","36","5","9","","3","117","36","","60","14","77","38","13","158","100","","","","","","13","1","","9","35","",""
"Barnstable State Police","19","5","","1","","","","","","","","","","1","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14","11","","","","","","","","","","3","",""
"Barnstable State Police Middleboro","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bourne","848","343","","","","1","11","7","1","3","22","","1","47","183","78","","","460","2","","44","16","83","2","9","66","3","56","","","2","","","1","","36","22","","5","2","95","15","1","45","21","","","","","","8","2","1","","13","",""
"Brewster","105","37","","","","","4","4","","","","","","9","17","7","","","62","","","7","1","18","","","9","3","2","","","","","","1","","","","","2","1","13","3","2","6","2","1","","","","","3","","","","","",""
"Cape Cod Community College","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Chatham","157","38","","","","","1","","1","","3","","1","11","16","6","","","110","","","8","6","37","","1","20","2","7","","","","","","","","3","2","","1","","21","1","1","9","2","","","","","","3","","","","4","",""
"Dennis","433","163","","","","1","3","3","","","7","","4","33","101","14","","","254","3","","28","6","62","","","32","1","20","","","2","","","","1","12","9","","7","1","58","7","5","16","10","","","","","","","","","","6","",""
"Eastham","119","39","","","","","1","1","","","2","","","9","13","14","","","76","","","3","","9","","","11","1","4","","","","","","","","3","","","5","","36","3","1","4","1","","","","","","","","","","2","1",""
"Falmouth","1,145","447","","","","7","20","20","","","15","","4","74","238","88","1","","589","1","","55","11","140","1","5","75","2","58","","","","","2","1","","24","54","","","","144","13","3","109","74","","","","","","13","1","1","","20","",""
"Harwich","201","54","","","","","2","2","","","","","","13","33","6","","","137","","","13","6","21","","","18","2","14","","","","","","","","3","7","","","","49","2","2","10","6","","","1","","","1","","","","2","",""
"Mashpee","321","101","","","","","8","8","","","1","","1","21","38","32","","","209","1","","13","11","54","1","3","23","","23","","","1","","","1","","28","6","","4","","32","6","2","11","7","","","","","","2","","","","2","",""
"MBTA - Barnstable County","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Orleans","152","34","","","","","2","1","1","","","","1","8","18","5","","","114","","","4","1","23","","2","12","3","14","","","","","","","","5","1","","5","","36","5","3","4","3","","","","","","1","","","","","",""
"Provincetown","214","59","","","","2","4","2","2","","","","1","10","31","11","","","140","","","8","2","38","","","6","","8","","","","1","","","","7","3","","2","1","60","2","2","15","13","","","","","","","1","","","1","",""
"Sandwich","359","120","","","","","5","3","2","","1","1","4","27","60","22","","","211","1","","11","5","37","1","2","28","","66","","","","","1","","","4","3","","","","46","3","3","28","13","","","","","","5","","","","10","",""
"Truro","51","11","","","","","1","","1","","1","","","1","8","","","","36","","","3","","8","","","7","1","2","","","2","","","","","","3","","1","","8","1","","4","2","","","","","","","","","","2","",""
"Wellfleet","61","20","","","","","","","","","","","1","5","9","5","","","37","","","4","1","10","","","1","1","3","","","","","","","","1","","","1","","15","","","4","3","","","","","","1","","","","","",""
"Yarmouth","772","285","","","","4","12","10","2","","6","","7","60","139","57","","","415","1","","30","13","100","2","4","62","1","36","","2","1","","4","","1","20","12","","10","","96","10","10","72","53","","","","","","4","","","","15","",""
"Adams","257","69","","","","1","5","5","","","1","2","1","16","34","9","","","163","2","","22","4","40","2","","8","1","4","","","1","","1","","1","15","11","","11","","34","6","","25","21","","","","","","3","","","","1","",""
"Alford","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Becket","50","12","","","","","1","1","","","","","2","3","5","1","","","36","2","","9","","8","","","","","1","","","","","","","","","6","","","","8","1","1","2","1","1","","","","","","","","","","",""
"Berkshire State Police","120","28","1","1","","","","","","","","","","2","24","","","","16","","","2","","4","","","","","","","","","","","","","2","2","","","","3","3","","76","65","","","","","","5","","","","6","",""
"Berkshire State Police Northampton","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Berkshire State Police Weston","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cheshire","28","7","","","","","1","1","","","","","","","2","4","","","20","","","1","","2","","","2","","3","","","","","","","","","3","","1","","7","1","","1","1","","","","","","","","","","","",""
"Clarksburg","6","1","","","","","","","","","","","","1","","","","","5","","","1","","","","","2","","","","","1","","","","","","","","","","","1","","","","","","","","","","","","","","",""
"Dalton","78","37","","","","","","","","","","1","2","7","22","5","","","32","","","1","2","8","","1","5","1","9","","","","","","","","1","","","1","","2","1","","9","2","","","","","","3","","","","3","1",""
"Egremont","23","10","","","","","","","","","3","","2","3","1","1","","","12","","","1","","3","","1","","","2","","1","","","","","","","2","","","","2","","","1","","","","","","","1","","","","","",""
"Florida","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Great Barrington","210","70","","","","","3","3","","","2","","2","13","47","3","","","131","","","13","6","46","","","13","2","7","","","1","","1","","","18","1","","5","","16","","2","9","4","","","","","","3","","","","2","",""
"Hancock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Hinsdale","17","7","","","","","","","","","","","","","4","3","","","9","","","","","1","","1","1","","1","","","","","","","","","2","","","","1","1","1","1","","","","","","","1","","","","","",""
"Lanesboro","80","18","","","","","","","","","","","","4","8","6","","","58","","","8","","10","","","1","1","","","","2","","1","","","25","2","","2","","4","1","1","4","1","","","","","","1","","","","2","",""
"Lee","179","68","","","","","3","3","","","","","","9","44","12","","","109","","","4","3","24","1","","11","1","12","","","","","1","","","25","8","","","","15","3","1","2","2","","","","","","","","","","","",""
"Lenox","154","27","","","","","3","3","","","3","","","1","13","7","","","120","","","5","","24","","1","4","","7","","","2","","","","","53","","","7","","15","","2","7","3","","","","","","","","","","4","",""
"MA College of Liberal Arts","10","4","","","","","","","","","","","","1","","3","","","5","","","1","","1","","1","","","","","","","","","","","","1","","","","1","","","1","1","","","","","","","","","","","",""
"MBTA - Berkshire County","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
