"Number of Crimes by Offense Type"
"Current date: 10/6/2025 8:55:55 PM (Eastern Daylight Time)"
"Data source: MA_SS, Offense Data"
"Measures: Number of Crimes"
"Incident Date: 2019"
"Offense Type","All Offense Types","Crimes Against Person","Murder and Nonnegligent Manslaughter","Negligent Manslaughter","Justifiable Homicide","Kidnapping/Abduction","All Rape","Rape","Sodomy","Sexual Assault With An Object","Criminal Sexual Contact","Incest","Statutory Rape","Aggravated Assault","Simple Assault","Intimidation","Human Trafficking, Commercial Sex Acts","Human Trafficking, Involuntary Servitude","Crimes Against Property","Arson","Bribery","Burglary/Breaking & Entering","Counterfeiting/Forgery","Destruction/Damage/Vandalism of Property","Embezzlement","Extortion/Blackmail","False Pretenses/Swindle/Confidence Game","Credit Card/Automatic Teller Fraud","Impersonation","Welfare Fraud","Wire Fraud","Identity Theft","Hacking/Computer Invasion","Robbery","Pocket-picking","Purse-snatching","Shoplifting","Theft From Building","Theft From Coin Operated Machine or Device","Theft From Motor Vehicle","Theft of Motor Vehicle Parts/Accessories","All Other Larceny","Motor Vehicle Theft","Stolen Property Offenses","Crimes Against Society","Drug/Narcotic Violations","Drug Equipment Violations","Betting/Wagering","Operating/Promoting/Assisting Gambling","Gambling Equipment Violations","Sports Tampering","Pornography/Obscene Material","Prostitution","Assisting or Promoting Prostitution","Purchasing Prostitution","Weapon Law Violations","Animal Cruelty","Missing",
"Jurisdiction by Geography"
"Barnstable","1,607","635","2","1","","5","23","15","6","2","30","2","5","142","357","68","","","834","7","","62","25","200","13","4","44","34","1","","40","11","","14","3","3","107","78","","48","13","101","15","11","138","108","","","","","","6","","","","22","2",""
"Barnstable State Police","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Barnstable State Police Middleboro","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bourne","749","251","","","","2","13","13","","","3","","3","39","135","56","","","440","","","44","20","86","1","1","52","5","30","","2","2","1","2","1","1","49","15","","10","","98","13","7","58","45","1","","","","","5","","1","","5","1",""
"Brewster","171","75","","","","1","4","4","","","2","","1","21","34","12","","","87","","","9","1","20","","","21","1","4","","","","","","","","1","6","","1","","21","1","1","9","6","","","","","","","","","","3","",""
"Cape Cod Community College","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Chatham","172","41","","","","","2","2","","","","","","5","28","6","","","129","","","12","","36","3","","17","2","9","","","","","1","","","9","6","","4","","29","","1","2","1","","","","","","","","","","1","",""
"Dennis","613","232","","","","","17","10","7","","5","","3","70","120","17","","","349","","","45","10","70","","","29","10","14","","","","","1","1","2","17","25","","15","","101","5","4","32","28","","","","","","","","","","4","",""
"Eastham","119","27","","","","","2","2","","","1","","1","3","14","6","","","82","","","2","7","18","","","13","","4","","","1","","","","","1","4","","3","","28","1","","10","8","1","","","","","","","","","1","",""
"Falmouth","1,294","503","","","","7","16","14","2","","8","","2","88","273","109","","","720","3","","116","16","210","2","2","55","2","42","","","","","5","5","1","32","49","","","","154","16","10","71","50","","","1","","","10","1","1","","8","",""
"Harwich","327","93","","","","","2","2","","","","","4","19","56","12","","","219","1","","26","4","64","1","1","17","6","15","","","2","","1","","","12","7","","1","","56","5","","15","6","","","","","","1","","","","8","",""
"Mashpee","415","113","","","","","6","5","1","","3","","4","34","46","20","","","263","","","17","5","62","","1","35","2","10","","","1","","","1","1","28","11","","10","","60","12","7","39","32","","","","","","1","","","","6","",""
"MBTA - Barnstable County","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Orleans","143","27","","","","","1","1","","","1","","","4","15","6","","","106","","","6","4","22","1","","18","","8","","1","1","","","","","7","3","","3","","32","","","10","7","","","","","","3","","","","","",""
"Provincetown","208","73","","","","2","2","1","1","","","","","13","43","13","","","114","","","8","","40","","","11","1","6","","","","","1","","","10","7","","2","1","24","2","1","21","17","1","","","","","","","","","3","",""
"Sandwich","443","143","","","","","5","5","","","4","","4","34","72","24","","","266","2","","16","9","84","2","1","35","4","26","","","","","1","","","9","20","","10","","45","2","","34","31","","","","","","2","","","","1","",""
"Truro","43","19","","","","","1","","1","","","","","4","11","3","","","16","","","","1","4","","","4","1","1","","","","","","","","","1","","","","4","","","8","5","","","","","","","","","","3","",""
"Wellfleet","76","12","","","","","","","","","","","1","","10","1","","","58","","","6","3","21","1","","6","","","","","1","","","1","","3","4","","","","11","","1","6","4","","","","","","","","","","2","",""
"Yarmouth","838","296","","","","2","19","15","4","","5","1","12","74","137","40","3","3","448","","","38","20","88","1","1","59","6","21","","","","","3","1","","19","39","","28","","113","5","6","94","79","","","2","","","","1","","","12","",""
"Adams","298","102","","","","","10","9","1","","2","1","12","15","60","2","","","176","2","","35","4","45","2","","12","1","2","","","","","3","1","","5","19","","5","3","33","1","3","20","9","","","","","","5","","","","6","",""
