"Number of Crimes by Offense Type"
"Current date: 10/6/2025 8:57:07 PM (Eastern Daylight Time)"
"Data source: MA_SS, Offense Data"
"Measures: Number of Crimes"
"Incident Date: 2018"
"Offense Type","All Offense Types","Crimes Against Person","Murder and Nonnegligent Manslaughter","Negligent Manslaughter","Justifiable Homicide","Kidnapping/Abduction","All Rape","Rape","Sodomy","Sexual Assault With An Object","Criminal Sexual Contact","Incest","Statutory Rape","Aggravated Assault","Simple Assault","Intimidation","Human Trafficking, Commercial Sex Acts","Human Trafficking, Involuntary Servitude","Crimes Against Property","Arson","Bribery","Burglary/Breaking & Entering","Counterfeiting/Forgery","Destruction/Damage/Vandalism of Property","Embezzlement","Extortion/Blackmail","False Pretenses/Swindle/Confidence Game","Credit Card/Automatic Teller Fraud","Impersonation","Welfare Fraud","Wire Fraud","Identity Theft","Hacking/Computer Invasion","Robbery","Pocket-picking","Purse-snatching","Shoplifting","Theft From Building","Theft From Coin Operated Machine or Device","Theft From Motor Vehicle","Theft of Motor Vehicle Parts/Accessories","All Other Larceny","Motor Vehicle Theft","Stolen Property Offenses","Crimes Against Society","Drug/Narcotic Violations","Drug Equipment Violations","Betting/Wagering","Operating/Promoting/Assisting Gambling","Gambling Equipment Violations","Sports Tampering","Pornography/Obscene Material","Prostitution","Assisting or Promoting Prostitution","Purchasing Prostitution","Weapon Law Violations","Animal Cruelty","Missing",
"Jurisdiction by Geography"
"Barnstable","1,639","575","2","","","4","20","12","6","2","26","","3","138","300","82","","","851","3","","88","12","203","8","4","52","39","17","","10","14","","8","1","","115","86","","58","13","96","15","9","213","152","1","","","","","8","","","1","50","1",""
"Barnstable State Police","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Barnstable State Police Middleboro","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bourne","823","246","","","","1","5","5","","","8","","","40","140","52","","","531","","","101","17","134","4","","49","7","22","","","1","","1","2","3","35","16","","17","","100","11","11","46","37","","","","","","3","","","","6","",""
"Brewster","262","118","","","","","9","4","5","","5","","9","22","62","11","","","134","2","","11","2","33","","","11","3","7","","","","","","3","1","","16","","6","","35","3","1","10","6","","","","","","1","","","","3","",""
"Cape Cod Community College","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Chatham","154","35","","","","","1","1","","","","","","7","22","5","","","116","","","10","4","31","","","16","2","1","","","","","1","","","5","5","","2","","37","2","","3","2","","","","","","","","","","1","",""
"Dennis","642","203","","","","2","8","6","2","","5","4","","54","111","16","3","","406","","","57","11","66","1","1","36","9","9","","1","2","1","1","4","1","26","37","","30","","99","12","2","33","21","","","","","","1","","1","","10","",""
"Eastham","153","27","","","","","3","3","","","1","","2","6","10","5","","","114","","","8","3","13","","2","13","3","5","","","1","1","1","","","1","7","","11","","44","1","","12","8","","","","","","2","","","","2","",""
"Falmouth","1,291","486","","","","9","22","22","","","14","1","2","85","235","118","","","689","","","99","20","177","8","1","69","4","53","","","","","4","4","7","38","39","","4","","128","21","13","116","85","","","","","","10","4","2","","15","",""
"Harwich","335","91","","","","","4","4","","","3","","2","18","53","11","","","232","","","34","7","48","","","23","3","15","","1","","","2","","","14","7","","1","","74","3","","12","7","","","","","","","","","","5","",""
"Mashpee","474","151","","","","1","7","7","","","3","2","4","38","61","35","","","285","","","13","6","76","6","1","25","7","13","","","","","2","2","","32","11","","11","","74","3","3","38","31","","","","","","1","","","","6","",""
"MBTA - Barnstable County","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Orleans","159","40","","","","","","","","","","","7","7","16","10","","","110","","","3","4","15","","","11","","6","","","","","1","","1","14","7","","1","","47","","","9","4","","","","","","1","1","1","","2","",""
"Provincetown","268","78","","","","","6","1","5","","2","","","12","47","11","","","177","","","16","4","50","1","","18","3","2","","","","","","2","1","12","3","","3","","58","2","2","13","12","","","","","","1","","","","","",""
